MMWR_WEEK,WEEK_START,WEEK_END,FLU_RISK_LEVEL,INFLUENZA_SEASON,HOSP_FLU_ICU_WEEKLY,HOSP_FLU_ICU_CUMULATIVE,LAB_FLU_TESTED,LAB_FLU_POSITIVE,LAB_FLU_PCT_POSITIVE,LAB_TOT_A_POSITIVE,LAB_TOT_B_POSITIVE,LAB_TOT_H1N1_POSITIVE,LAB_TOT_H3N2_POSITIVE,LAB_TOT_NOTSUBTYPED_POSITIVE,LAB_TOT_TESTED_CUMULATIVE,LAB_TOT_POSITIVE_CUMULATIVE,LAB_PCT_POSITIVE_CUMULATIVE,ILI_TOT_ILI_ILINET,ILI_TOT_SEEN_ILINET,ILI_PCT_POSITIVE_ILINET,ILI_TOT_ILI_ESSENCE,ILI_TOT_SEEN_ESSENCE,ILI_PCT_POSITIVE_ESSENCE,PEDIATRIC_DEATHS,RECORD_ID
201540,10/04/2015,10/10/2015,LOW,2015-2016,0,0,456,3,0.66,2,1,0,1,1,456,3,0.66,277,7631,3.63,420,23008,1.83,0,2015-40
201541,10/11/2015,10/17/2015,LOW,2015-2016,1,1,501,3,0.60,3,0,2,1,0,957,6,0.63,271,6997,3.87,496,24540,2.02,0,2015-41
201542,10/18/2015,10/24/2015,LOW,2015-2016,0,1,451,1,0.22,1,0,1,0,0,1408,7,0.50,310,7834,3.96,454,23500,1.93,0,2015-42
201543,10/25/2015,10/31/2015,LOW,2015-2016,1,2,507,4,0.79,3,1,1,1,1,1915,11,0.57,271,6755,4.01,355,22499,1.58,0,2015-43
201544,11/01/2015,11/07/2015,LOW,2015-2016,1,3,480,2,0.42,2,0,0,0,2,2395,13,0.54,318,7676,4.14,395,24036,1.64,0,2015-44
201545,11/08/2015,11/14/2015,LOW,2015-2016,2,5,359,5,1.39,5,0,0,1,4,2754,18,0.65,354,7465,4.74,434,23213,1.87,0,2015-45
201546,11/15/2015,11/21/2015,LOW,2015-2016,1,6,526,6,1.14,6,0,3,0,3,3280,24,0.73,330,7496,4.40,463,23574,1.96,0,2015-46
201547,11/22/2015,11/28/2015,LOW,2015-2016,0,6,434,2,0.46,1,1,1,0,0,3714,26,0.70,261,5439,4.80,369,21116,1.75,0,2015-47
201548,11/29/2015,12/05/2015,LOW,2015-2016,0,6,555,2,0.36,2,0,2,0,0,4269,28,0.66,374,7231,5.17,528,24357,2.17,0,2015-48
201549,12/06/2015,12/12/2015,LOW,2015-2016,0,6,477,3,0.63,2,1,2,0,0,4746,31,0.65,408,7676,5.32,527,24795,2.13,0,2015-49
201550,12/13/2015,12/19/2015,LOW,2015-2016,2,8,544,7,1.29,7,0,5,1,1,5290,38,0.72,413,7169,5.76,535,24306,2.20,0,2015-50
201551,12/20/2015,12/26/2015,INCREASING,2015-2016,4,12,547,5,0.91,5,0,3,0,2,5837,43,0.74,284,4428,6.41,670,23151,2.89,0,2015-51
201552,12/27/2015,01/02/2016,INCREASING,2015-2016,2,14,566,6,1.06,5,1,5,0,0,6403,49,0.76,282,4324,6.52,623,21956,2.84,0,2015-52
201601,01/03/2016,01/09/2016,INCREASING,2015-2016,3,17,631,28,4.44,28,0,17,0,11,7034,77,1.10,463,7721,6.00,653,26665,2.45,0,2016-01
201602,01/10/2016,01/16/2016,INCREASING,2015-2016,7,24,560,17,3.04,16,1,13,1,2,7594,94,1.24,440,7599,5.79,683,25602,2.67,0,2016-02
201603,01/17/2016,01/23/2016,INCREASING,2015-2016,5,29,586,19,3.24,18,1,13,2,3,8180,113,1.38,391,7338,5.33,644,25328,2.54,0,2016-03
201604,01/24/2016,01/30/2016,INCREASING,2015-2016,15,44,639,41,6.42,39,2,35,0,4,8819,154,1.75,444,7804,5.69,775,25945,2.99,1,2016-04
201605,01/31/2016,02/06/2016,INCREASING,2015-2016,9,53,693,81,11.69,76,5,64,1,11,9512,235,2.47,494,7813,6.32,734,25282,2.90,0,2016-05
201606,02/07/2016,02/13/2016,INCREASING,2015-2016,22,75,775,122,15.74,119,3,102,1,16,10287,357,3.47,531,7557,7.03,943,25650,3.68,0,2016-06
201607,02/14/2016,02/20/2016,INCREASING,2015-2016,29,104,775,163,21.03,159,4,135,5,19,11062,520,4.70,573,7601,7.54,1122,25915,4.33,0,2016-07
201608,02/21/2016,02/27/2016,INCREASING,2015-2016,36,140,987,188,19.05,182,6,136,5,41,12049,708,5.88,578,7784,7.43,1242,27671,4.49,0,2016-08
201609,02/28/2016,03/05/2016,INCREASING,2015-2016,30,170,1045,219,20.96,209,10,178,5,26,13094,927,7.08,589,7398,7.96,1225,26937,4.55,0,2016-09
201610,03/06/2016,03/12/2016,HIGH,2015-2016,37,207,1064,205,19.27,195,10,157,2,36,14158,1132,8.00,530,8080,6.56,1140,28018,4.07,0,2016-10
201611,03/13/2016,03/19/2016,HIGH,2015-2016,21,228,860,125,14.54,118,7,88,5,25,15018,1257,8.37,460,7848,5.86,851,26383,3.23,0,2016-11
201612,03/20/2016,03/26/2016,DECREASING,2015-2016,15,243,852,89,10.45,77,12,59,3,15,15870,1346,8.48,391,7615,5.13,600,23010,2.61,0,2016-12
201613,03/27/2016,04/02/2016,DECREASING,2015-2016,9,252,772,60,7.77,50,10,41,2,7,16642,1406,8.45,384,7381,5.20,584,25049,2.33,0,2016-13
201614,04/03/2016,04/09/2016,DECREASING,2015-2016,3,255,665,41,6.16,27,14,21,2,4,17307,1447,8.36,328,7551,4.34,514,25386,2.02,0,2016-14
201615,04/10/2016,04/16/2016,DECREASING,2015-2016,2,257,569,22,3.87,13,9,13,0,0,17876,1469,8.22,293,7020,4.17,506,25024,2.02,0,2016-15
201616,04/17/2016,04/23/2016,DECREASING,2015-2016,7,264,527,34,6.45,19,15,15,1,3,18403,1503,8.17,245,7351,3.33,451,24822,1.82,0,2016-16
201617,04/24/2016,04/30/2016,DECREASING,2015-2016,5,269,532,32,6.02,10,22,5,2,3,18935,1535,8.11,245,7636,3.21,292,21779,1.34,0,2016-17
201618,05/01/2016,05/07/2016,DECREASING,2015-2016,2,271,469,9,1.92,5,4,3,2,0,19404,1544,7.96,205,6775,3.03,262,22238,1.18,0,2016-18
201619,05/08/2016,05/14/2016,DECREASING,2015-2016,2,273,471,12,2.55,4,8,2,2,0,19875,1556,7.83,248,6457,3.84,271,22204,1.22,0,2016-19
201620,05/15/2016,05/21/2016,LOW,2015-2016,2,275,405,9,2.22,4,5,4,0,0,20280,1565,7.72,230,7236,3.18,281,23488,1.20,0,2016-20
201621,05/22/2016,05/28/2016,LOW,2015-2016,0,275,277,5,1.80,1,4,1,0,0,20557,1570,7.64,201,6936,2.90,297,24356,1.22,0,2016-21
201622,05/29/2016,06/04/2016,LOW,2015-2016,0,275,354,5,1.41,3,2,2,1,0,20911,1575,7.53,158,5806,2.72,290,25578,1.13,0,2016-22
201623,06/05/2016,06/11/2016,LOW,2015-2016,2,277,373,0,0.00,0,0,0,0,0,21284,1575,7.40,199,7265,2.74,271,25567,1.06,0,2016-23
201624,06/12/2016,06/18/2016,LOW,2015-2016,0,277,324,2,0.62,2,0,1,0,1,21608,1577,7.30,162,6573,2.46,306,25005,1.22,0,2016-24
201625,06/19/2016,06/25/2016,LOW,2015-2016,0,277,304,0,0.00,0,0,0,0,0,21912,1577,7.20,184,6261,2.94,272,25167,1.08,0,2016-25
201626,06/26/2016,07/02/2016,LOW,2015-2016,0,277,229,0,0.00,0,0,0,0,0,22141,1577,7.12,174,5800,3.00,236,24973,0.95,0,2016-26
201627,07/03/2016,07/09/2016,LOW,2015-2016,0,277,233,1,0.43,1,0,0,1,0,22374,1578,7.05,108,3745,2.88,254,24655,1.03,0,2016-27
201628,07/10/2016,07/16/2016,LOW,2015-2016,0,277,276,0,0.00,0,0,0,0,0,22650,1578,6.97,140,6226,2.25,252,25374,0.99,0,2016-28
201629,07/17/2016,07/23/2016,LOW,2015-2016,0,277,267,0,0.00,0,0,0,0,0,22917,1578,6.89,144,5860,2.46,225,24984,0.90,0,2016-29
201630,07/24/2016,07/30/2016,LOW,2015-2016,0,277,259,2,0.77,2,0,0,2,0,23176,1580,6.82,127,5362,2.37,204,25424,0.80,0,2016-30
201631,07/31/2016,08/06/2016,LOW,2015-2016,0,277,286,0,0.00,0,0,0,0,0,23462,1580,6.73,119,6017,1.98,185,25265,0.73,0,2016-31
201632,08/07/2016,08/13/2016,LOW,2015-2016,0,277,295,1,0.34,1,0,0,1,0,23757,1581,6.66,120,6702,1.79,229,26157,0.88,0,2016-32
201633,08/14/2016,08/20/2016,LOW,2015-2016,0,277,265,0,0.00,0,0,0,0,0,24022,1581,6.58,124,6435,1.93,231,25990,0.89,0,2016-33
201634,08/21/2016,08/27/2016,LOW,2015-2016,0,277,250,0,0.00,0,0,0,0,0,24272,1581,6.51,162,6500,2.49,207,25014,0.83,0,2016-34
201635,08/28/2016,09/03/2016,LOW,2015-2016,0,277,301,1,0.33,1,0,0,0,1,24573,1582,6.44,136,6398,2.13,207,26830,0.77,0,2016-35
201636,09/04/2016,09/10/2016,LOW,2015-2016,0,277,276,2,0.72,1,1,0,1,0,24849,1584,6.38,164,4827,3.40,253,28000,0.90,0,2016-36
201637,09/11/2016,09/17/2016,LOW,2015-2016,1,278,358,2,0.56,1,1,0,1,0,25207,1586,6.29,252,6939,3.63,332,25545,1.30,0,2016-37
201638,09/18/2016,09/24/2016,LOW,2015-2016,0,278,352,1,0.28,1,0,0,1,0,25559,1587,6.21,218,6806,3.20,410,25630,1.60,0,2016-38
201639,09/25/2016,10/01/2016,LOW,2015-2016,2,280,443,2,0.45,1,1,0,1,0,26002,1589,6.11,261,6400,4.08,365,24254,1.50,0,2016-39
201640,10/02/2016,10/08/2016,LOW,2016-2017,2,2,486,1,0.21,1,0,0,0,1,486,1,0.21,210,6632,3.17,343,24748,1.39,0,2016-40
201641,10/09/2016,10/15/2016,LOW,2016-2017,0,2,487,0,0.00,0,0,0,0,0,973,1,0.10,198,6540,3.03,386,24084,1.60,0,2016-41
201642,10/16/2016,10/22/2016,LOW,2016-2017,0,2,510,5,0.98,5,0,0,3,2,1483,6,0.40,233,6075,3.84,401,26456,1.52,0,2016-42
201643,10/23/2016,10/29/2016,LOW,2016-2017,0,2,540,0,0.00,0,0,0,0,0,2023,6,0.30,226,5672,3.98,446,25528,1.75,0,2016-43
201644,10/30/2016,11/05/2016,LOW,2016-2017,0,2,467,0,0.00,0,0,0,0,0,2490,6,0.24,282,5904,4.78,451,25318,1.78,0,2016-44
201645,11/06/2016,11/12/2016,LOW,2016-2017,1,3,514,1,0.20,1,0,0,1,0,3004,7,0.23,305,6633,4.60,418,25267,1.65,0,2016-45
201646,11/13/2016,11/19/2016,LOW,2016-2017,1,4,526,0,0.00,0,0,0,0,0,3530,7,0.20,283,6045,4.68,498,25934,1.92,0,2016-46
201647,11/20/2016,11/26/2016,LOW,2016-2017,0,4,526,1,0.19,1,0,0,1,0,4056,8,0.20,229,4404,5.20,452,22806,1.98,0,2016-47
201648,11/27/2016,12/03/2016,LOW,2016-2017,0,4,586,3,0.51,2,1,0,2,0,4642,11,0.24,306,6078,5.03,477,25326,1.88,0,2016-48
201649,12/04/2016,12/10/2016,INCREASING,2016-2017,1,5,586,11,1.88,8,3,0,7,1,5228,22,0.42,328,6296,5.21,453,23187,1.95,0,2016-49
201650,12/11/2016,12/17/2016,INCREASING,2016-2017,0,5,599,13,2.17,9,4,0,7,2,5827,35,0.60,339,5562,6.09,518,22329,2.32,0,2016-50
201651,12/18/2016,12/24/2016,INCREASING,2016-2017,1,6,616,15,2.44,9,6,0,7,2,6443,50,0.78,289,5490,5.26,541,22703,2.38,0,2016-51
201652,12/25/2016,12/31/2016,INCREASING,2016-2017,2,8,701,39,5.56,26,13,3,18,5,7144,89,1.25,274,4577,5.99,710,24912,2.85,0,2016-52
201701,01/01/2017,01/07/2017,INCREASING,2016-2017,6,14,776,47,6.06,36,11,1,31,4,7920,136,1.72,286,4943,5.79,750,25926,2.89,0,2017-01
201702,01/08/2017,01/14/2017,INCREASING,2016-2017,8,22,793,71,8.95,52,19,0,42,10,8713,207,2.38,333,6584,5.06,643,25868,2.49,1,2017-02
201703,01/15/2017,01/21/2017,INCREASING,2016-2017,10,32,786,102,12.98,86,16,0,74,12,9499,309,3.25,332,6884,4.82,672,26055,2.58,0,2017-03
201704,01/22/2017,01/28/2017,INCREASING,2016-2017,20,52,834,96,11.51,72,24,1,59,12,10333,405,3.92,385,7029,5.48,768,25895,2.97,0,2017-04
201705,01/29/2017,02/04/2017,INCREASING,2016-2017,9,61,807,117,14.50,92,25,1,69,22,11140,522,4.69,434,7305,5.94,815,25202,3.23,0,2017-05
201706,02/05/2017,02/11/2017,INCREASING,2016-2017,22,83,1021,168,16.45,115,53,3,85,27,12161,690,5.67,503,7213,6.97,989,26938,3.67,0,2017-06
201707,02/12/2017,02/18/2017,HIGH,2016-2017,32,115,1083,238,21.98,173,65,1,147,25,13244,928,7.01,618,7329,8.43,1172,27360,4.28,0,2017-07
201708,02/19/2017,02/25/2017,HIGH,2016-2017,33,148,1128,279,24.73,180,99,3,145,32,14372,1207,8.40,545,6859,7.95,1212,27136,4.47,1,2017-08
201709,02/26/2017,03/04/2017,HIGH,2016-2017,27,175,766,149,19.45,84,65,0,59,25,15138,1356,8.96,474,6939,6.83,986,25461,3.87,0,2017-09
201710,03/05/2017,03/11/2017,HIGH,2016-2017,23,198,982,196,19.96,106,90,3,77,26,16120,1552,9.63,516,7412,6.96,952,26162,3.64,0,2017-10
201711,03/12/2017,03/18/2017,HIGH,2016-2017,16,214,937,142,15.16,65,77,4,47,14,17057,1694,9.93,433,6575,6.59,962,25850,3.72,0,2017-11
201712,03/19/2017,03/25/2017,HIGH,2016-2017,15,229,905,153,16.91,67,86,0,55,12,17962,1847,10.28,430,6992,6.15,951,26833,3.54,0,2017-12
201713,03/26/2017,04/01/2017,HIGH,2016-2017,22,251,877,169,19.27,83,86,1,62,20,18839,2016,10.70,398,6834,5.82,885,26862,3.29,0,2017-13
201714,04/02/2017,04/08/2017,DECREASING,2016-2017,6,257,884,91,10.29,34,57,0,26,8,19723,2107,10.68,348,6918,5.03,755,25567,2.95,0,2017-14
201715,04/09/2017,04/15/2017,DECREASING,2016-2017,6,263,739,90,12.18,42,48,0,37,5,20462,2197,10.74,242,6576,3.68,507,24665,2.06,0,2017-15
201716,04/16/2017,04/22/2017,DECREASING,2016-2017,4,267,699,41,5.87,7,34,0,4,3,21161,2238,10.58,225,6153,3.66,471,25654,1.84,0,2017-16
201717,04/23/2017,04/29/2017,DECREASING,2016-2017,5,272,608,16,2.63,2,14,0,2,0,21769,2254,10.35,252,7077,3.56,428,25155,1.70,0,2017-17
201718,04/30/2017,05/06/2017,DECREASING,2016-2017,2,274,610,19,3.12,2,17,0,2,0,22379,2273,10.16,255,6720,3.79,350,23247,1.51,0,2017-18
201719,05/07/2017,05/13/2017,DECREASING,2016-2017,2,276,540,20,3.70,9,11,0,9,0,22919,2293,10.00,294,6656,4.42,414,24611,1.68,0,2017-19
201720,05/14/2017,05/20/2017,LOW,2016-2017,0,276,477,7,1.47,3,4,1,2,0,23396,2300,9.83,271,7078,3.83,390,24636,1.58,0,2017-20
201721,05/21/2017,05/27/2017,LOW,2016-2017,0,276,314,5,1.59,1,4,0,1,0,23710,2305,9.72,264,6140,4.30,368,24124,1.53,0,2017-21
201722,05/28/2017,06/03/2017,LOW,2016-2017,0,276,301,0,0.00,0,0,0,0,0,24011,2305,9.60,189,4878,3.87,362,24439,1.48,0,2017-22
201723,06/04/2017,06/10/2017,LOW,2016-2017,0,276,490,1,0.20,0,1,0,0,0,24501,2306,9.41,194,6259,3.10,292,24943,1.17,0,2017-23
201724,06/11/2017,06/17/2017,LOW,2016-2017,0,276,401,4,1.00,1,3,0,1,0,24902,2310,9.28,144,5518,2.61,283,24403,1.16,0,2017-24
201725,06/18/2017,06/24/2017,LOW,2016-2017,0,276,384,2,0.52,0,2,0,0,0,25286,2312,9.14,151,5854,2.58,250,24259,1.03,0,2017-25
201726,06/25/2017,07/01/2017,LOW,2016-2017,0,276,366,3,0.82,2,1,0,2,0,25652,2315,9.02,160,5805,2.76,232,23726,0.98,0,2017-26
201727,07/02/2017,07/08/2017,LOW,2016-2017,0,276,217,0,0.00,0,0,0,0,0,25869,2315,8.95,90,4372,2.06,234,23552,0.99,0,2017-27
201728,07/09/2017,07/15/2017,LOW,2016-2017,1,277,239,5,2.09,2,3,0,2,0,26108,2320,8.89,109,5027,2.17,185,24354,0.76,0,2017-28
201729,07/16/2017,07/22/2017,LOW,2016-2017,0,277,319,1,0.31,0,1,0,0,0,26427,2321,8.78,106,5954,1.78,179,24969,0.72,0,2017-29
201730,07/23/2017,07/29/2017,LOW,2016-2017,0,277,223,1,0.45,1,0,0,1,0,26650,2322,8.71,95,5843,1.63,203,24863,0.82,0,2017-30
201731,07/30/2017,08/05/2017,LOW,2016-2017,0,277,278,0,0.00,0,0,0,0,0,26928,2322,8.62,103,6178,1.67,237,24351,0.97,0,2017-31
201732,08/06/2017,08/12/2017,LOW,2016-2017,0,277,289,0,0.00,0,0,0,0,0,27217,2322,8.53,113,5828,1.94,214,24709,0.87,0,2017-32
201733,08/13/2017,08/19/2017,LOW,2016-2017,0,277,368,6,1.63,4,2,0,4,0,27585,2328,8.44,119,6882,1.73,189,23475,0.81,0,2017-33
201734,08/20/2017,08/26/2017,LOW,2016-2017,0,277,349,3,0.86,3,0,1,2,0,27934,2331,8.34,127,6277,2.02,197,22450,0.88,0,2017-34
201735,08/27/2017,09/02/2017,LOW,2016-2017,0,277,384,3,0.78,3,0,0,3,0,28318,2334,8.24,136,6079,2.24,208,23342,0.89,0,2017-35
201736,09/03/2017,09/09/2017,LOW,2016-2017,1,278,416,2,0.48,2,0,0,2,0,28734,2336,8.13,129,5108,2.53,293,23767,1.23,0,2017-36
201737,09/10/2017,09/16/2017,LOW,2016-2017,0,278,486,3,0.62,3,0,0,3,0,29220,2339,8.00,247,6675,3.70,377,24956,1.51,0,2017-37
201738,09/17/2017,09/23/2017,LOW,2016-2017,1,279,476,5,1.05,5,0,0,4,1,29696,2344,7.89,256,6577,3.89,344,25632,1.34,0,2017-38
201739,09/24/2017,09/30/2017,LOW,2016-2017,1,280,520,4,0.77,3,1,0,3,0,30216,2348,7.77,233,6812,3.42,340,25195,1.35,0,2017-39
201740,10/01/2017,10/07/2017,LOW,2017-2018,0,0,541,2,0.37,1,1,0,1,0,541,2,0.37,191,6501,2.94,382,25370,1.51,0,2017-40
201741,10/08/2017,10/14/2017,LOW,2017-2018,0,0,516,2,0.39,2,0,0,1,1,1057,4,0.38,193,6199,3.11,363,24498,1.48,0,2017-41
201742,10/15/2017,10/21/2017,LOW,2017-2018,0,0,590,3,0.51,3,0,0,3,0,1647,7,0.42,82,6450,1.27,414,25061,1.65,0,2017-42
201743,10/22/2017,10/28/2017,LOW,2017-2018,0,0,589,2,0.34,2,0,0,0,2,2236,9,0.40,98,5875,1.67,389,23318,1.67,0,2017-43
201744,10/29/2017,11/04/2017,LOW,2017-2018,0,0,565,7,1.24,6,1,0,4,2,2801,16,0.57,93,6158,1.51,404,23272,1.74,0,2017-44
201745,11/05/2017,11/11/2017,LOW,2017-2018,0,0,665,9,1.35,8,1,0,6,2,3466,25,0.72,174,6432,2.71,485,24056,2.02,0,2017-45
201746,11/12/2017,11/18/2017,LOW,2017-2018,1,1,719,7,0.97,7,0,0,1,6,4185,32,0.76,174,6239,2.79,478,23335,2.05,0,2017-46
201747,11/19/2017,11/25/2017,LOW,2017-2018,6,7,600,14,2.33,14,0,0,8,6,4785,46,0.96,102,4318,2.36,495,22383,2.21,0,2017-47
201748,11/26/2017,12/02/2017,LOW,2017-2018,4,11,644,26,4.04,21,5,0,8,13,5429,72,1.33,165,6296,2.62,560,25273,2.22,0,2017-48
201749,12/03/2017,12/09/2017,INCREASING,2017-2018,5,16,783,26,3.32,23,3,2,11,10,6212,98,1.58,149,6239,2.39,595,24325,2.45,0,2017-49
201750,12/10/2017,12/16/2017,INCREASING,2017-2018,13,29,884,83,9.39,77,6,3,23,51,7096,181,2.55,192,6112,3.14,746,24326,3.07,0,2017-50
201751,12/17/2017,12/23/2017,INCREASING,2017-2018,27,56,1039,178,17.13,171,7,15,67,89,8135,359,4.41,238,5985,3.98,1120,26050,4.30,1,2017-51
